Time,xAcc,yAcc,zAcc,latitude,longitude,alt
64059499,-0.03,0,-0.16,2.5,2.1,0.51
64070374,-0.03,0,-0.17,2.5,2.1,0.51
64080377,-0.02,0,-0.17,2.5,2.1,0.52
64092213,-0.03,0,-0.19,2.5,2.1,0.51
64103860,-0.02,0.01,-0.17,2.5,2.1,0.52
64117228,-0.03,0,-0.18,2.5,2.1,0.52
64127232,-0.03,0,-0.17,2.5,2.1,0.51
64137234,-0.03,0.01,-0.19,2.5,2.1,0.51
64147238,-0.03,0.01,-0.16,2.5,2.1,0.51
64157242,-0.03,0,-0.17,2.5,2.1,0.51
64169606,-0.01,0,-0.16,2.5,2.1,0.5
64179609,-0.01,0.02,-0.16,2.5,2.1,0.51
64190610,-0.01,0,-0.19,2.5,2.1,0.52
64200612,-0.03,0,-0.2,2.5,2.1,0.51
64210615,-0.01,0.01,-0.17,2.5,2.1,0.51
64220619,-0.02,0.01,-0.17,2.5,2.1,0.51
64231006,-0.01,0.01,-0.18,2.5,2.1,0.51
64241010,-0.02,0,-0.19,2.5,2.1,0.51
64254184,-0.01,0.01,-0.2,2.5,2.1,0.52
64265800,-0.01,0,-0.13,2.5,2.1,0.53
64279232,0,0.02,-0.15,2.5,2.1,0.5
64289235,-0.03,0,-0.2,2.5,2.1,0.51
64299238,-0.02,0,-0.21,2.5,2.1,0.51
64309241,-0.03,0,-0.17,2.5,2.1,0.52
64319244,-0.03,-0.02,-0.18,2.5,2.1,0.5
64329249,-0.02,0,-0.17,2.5,2.1,0.52
64339252,0,0.01,-0.19,2.5,2.1,0.51
64349255,-0.01,0,-0.17,2.5,2.1,0.52
64359259,-0.03,0,-0.17,2.5,2.1,0.51
64369267,-0.01,0.01,-0.19,2.5,2.1,0.51
64379270,-0.02,0,-0.19,2.5,2.1,0.51
64389273,0,0,-0.18,2.5,2.1,0.51
64399276,-0.02,0.02,-0.17,2.5,2.1,0.5
64409889,-0.03,0,-0.17,2.5,2.1,0.51
64419913,-0.01,0,-0.18,2.5,2.1,0.5
64429916,-0.01,0,-0.18,2.5,2.1,0.52
64439919,-0.03,0,-0.22,2.5,2.1,0.5
64450564,-0.01,0,-0.18,2.5,2.1,0.51
64460569,-0.01,0.03,-0.17,2.5,2.1,0.51
64471385,-0.01,0,-0.18,2.5,2.1,0.5
64481387,-0.02,0,-0.17,2.5,2.1,0.5
64491949,-0.01,0.02,-0.2,2.5,2.1,0.52
64501951,-0.02,0.02,-0.16,2.5,2.1,0.52
64513951,-0.03,0,-0.18,2.5,2.1,0.52
64523955,0,0,-0.19,2.5,2.1,0.51
64536587,0,0.01,-0.17,2.5,2.1,0.5
64546978,-0.02,0,-0.16,2.5,2.1,0.53
64558535,-0.02,0.02,-0.19,2.5,2.1,0.51
64568540,-0.02,0.02,-0.16,2.5,2.1,0.52
64581491,-0.02,0.01,-0.16,2.5,2.1,0.5
64591495,-0.01,0.01,-0.2,2.5,2.1,0.51
64604379,-0.02,0.01,-0.17,2.5,2.1,0.51
64620804,-0.02,0,-0.15,2.5,2.1,0.52
64630808,-0.02,0.01,-0.18,2.5,2.1,0.51
64642285,-0.02,0.01,-0.2,2.5,2.1,0.51
64652288,-0.01,0,-0.17,2.5,2.1,0.51
64662639,-0.01,0,-0.19,2.5,5.6,0.5
